,Time,Power,Omega
107,-0.12720000000000004,-0.0002528130886298535,-5852154.829394756
108,-0.12560000000000002,-0.00029423001009039893,-6810879.863203677
109,-0.124,-0.0002915796272558001,-6749528.408699077
110,-0.12240000000000001,-0.00024751232288721043,-5729451.918685426
111,-0.12079999999999999,-0.0002371993093588943,-5490724.753678108
112,-0.1192,-0.00025016270579525466,-5790803.374890153
113,-0.11760000000000001,-0.00023973925971610918,-5549519.9008358605
114,-0.116,-0.00021139616731619888,-4893429.798986085
115,-0.1144,-0.00016927931835637275,-3918502.7397308503
116,-0.11280000000000001,-0.00010658855495697481,-2467327.6610410833
117,-0.11120000000000001,-2.4666171924780328e-05,-570976.2019625076
118,-0.1096,-3.935138820528e-05,-910911.764011111
119,-0.108,-2.6811056435082683e-05,-620626.3063676547
120,-0.10640000000000001,1.9856081120820105e-05,459631.5074263913
121,-0.1048,4.693386483896126e-05,1086432.0564574364
122,-0.1032,1.9092385692802524e-05,441953.3725185769
123,-0.1016,-5.9882778475921875e-06,-138617.54276833765
124,-0.1,-2.1289425223553565e-05,-492810.76906373986
125,-0.09840000000000002,-4.4515285212648126e-05,-1030446.4169594472
126,-0.09680000000000002,-5.920438669332649e-05,-1370471.9141973723
127,-0.09519999999999999,-0.00010062130815387202,-2329196.9480062965
128,-0.0936,-0.0001567273310950959,-3627947.4790531457
129,-0.09200000000000001,-0.00018406174916807302,-4260688.638149838
130,-0.09040000000000002,-0.00020370321528215098,-4715352.205605346
131,-0.0888,-0.00019023820559203902,-4403662.166482384
132,-0.0872,-0.00017191416043604662,-3979494.4545381158
133,-0.0856,-0.00014903437893141376,-3449869.8826716146
134,-0.08399999999999999,-0.00012908961366210955,-2988185.5014377204
135,-0.08240000000000001,-0.00012090281883964427,-2798676.3620288023
136,-0.0808,-0.00015969190839120752,-3696571.953500174
137,-0.07919999999999999,-0.000167676503812764,-3881400.5512213884
138,-0.07759999999999999,-0.00017589129739221758,-4071557.8100050357
139,-0.07600000000000001,-0.0001525044549056578,-3530195.715408745
140,-0.07440000000000001,-0.0001496090930508385,-3463173.450250891
141,-0.07279999999999999,-0.00015467032788937408,-3580331.6641058815
142,-0.07119999999999999,-0.00014614290228222903,-3382937.552829375
143,-0.0696,-0.00015473954364803266,-3581933.880741496
144,-0.06800000000000002,-0.00011680591633950027,-2703840.6560069504
145,-0.06640000000000001,-9.034951143517042e-05,-2091423.8758141298
146,-0.06479999999999998,-9.211643342356642e-05,-2132324.847767741
147,-0.06319999999999999,-0.00011868327095217095,-2747297.938707661
148,-0.06160000000000001,-0.0001290880511199629,-2988149.3314806228
149,-0.060000000000000005,-0.00015177496612024148,-3513309.4009315153
150,-0.0584,-0.00018201796423482822,-4213378.801732134
151,-0.0568,-0.00020567622183199162,-4761023.653518324
152,-0.0552,-0.00020567622183199162,-4761023.653518324
153,-0.0536,-0.000220342772251299,-5100527.135446736
154,-0.052000000000000005,-0.00024577183700217725,-5689162.893568917
155,-0.0504,-0.0003008559675225889,-6964258.507467334
156,-0.04880000000000001,-0.0003028437547044502,-7010272.099640051
157,-0.047200000000000006,-0.00030682866205292196,-7102515.325299119
158,-0.0456,-0.0002689642503990001,-6226024.314791668
159,-0.044000000000000004,-0.00022553154287077587,-5220637.566453145
160,-0.0424,-0.00025490974579540996,-5900688.560078934
161,-0.04080000000000001,-0.0003143380803995573,-7276344.453693454
162,-0.0392,-0.00033325162034270685,-7714157.878303399
163,-0.0376,-0.0003074072612969377,-7115908.826318
164,-0.036,-0.0002698329306073805,-6246132.652948622
165,-0.0344,-0.00030740726129693775,-7115908.826318002
166,-0.0328,-0.00035637093287063665,-8249327.149783255
167,-0.031199999999999995,-0.00039945367656265917,-9246612.883394888
168,-0.029600000000000005,-0.000400917299424382,-9280493.042231062
169,-0.028000000000000004,-0.0003786441161230274,-8764910.09544045
170,-0.0264,-0.00040133103117533,-9290070.166095601
171,-0.0248,-0.0004540136427629321,-10509575.06395676
172,-0.023200000000000002,-0.00042295095165458034,-9790531.28830047
173,-0.0216,-0.00042528870247503855,-9844645.890625892
174,-0.020000000000000004,-0.0004746941045447324,-10988289.45705399
175,-0.018400000000000003,-0.0005021576211858958,-11624019.008932773
176,-0.016800000000000006,-0.0004911221292262162,-11368567.806162411
177,-0.015200000000000003,-0.0004911221292262162,-11368567.806162411
178,-0.0136,-0.00046419210983987227,-10745187.72777482
179,-0.012000000000000002,-0.0005094290708361075,-11792339.602687674
180,-0.010400000000000001,-0.0004843484072957131,-11211768.687400766
181,-0.008799999999999999,-0.0004588540119233544,-10621620.646373944
182,-0.007200000000000001,-0.00047650224316135733,-11030144.517624011
183,-0.0056,-0.0004565069280582528,-10567290.001348441
184,-0.003999999999999999,-0.0004620285592686774,-10695105.53862679
185,-0.0024,-0.0004833809498800003,-11189373.83981482
186,-0.0008000000000000004,-0.0004691522447159675,-10860005.66472147
187,0.0008,-0.00047136089710323587,-10911131.877389718
188,0.0024,-0.0004753364715871591,-11003159.06451757
189,0.004,-0.0005049542056463626,-11688754.760332467
190,0.005600000000000001,-0.0005236562132767478,-12121671.60362842
191,0.0072,-0.0004581991865314678,-10606462.651191384
192,0.008799999999999999,-0.00045510707296829705,-10534885.948340207
193,0.010400000000000001,-0.00042232800967907116,-9776111.335163683
194,0.011999999999999999,-0.0004520149594051262,-10463309.245489031
195,0.0136,-0.00048319741603902397,-11185125.371273702
196,0.0152,-0.00047701318908405514,-11041971.969538312
197,0.0168,-0.00041040128626623263,-9500029.77468131
198,0.0184,-0.0003882346504994882,-8986913.20600667
199,0.02,-0.0003279003040133536,-7590284.815123926
200,0.021599999999999998,-0.00027144976505867136,-6283559.376358133
201,0.0232,-0.00027144976505867136,-6283559.376358133
202,0.024799999999999996,-0.00031421987675776916,-7273608.258281693
203,0.0264,-0.00033604199665905046,-7778749.922663204
204,0.027999999999999997,-0.00028279400398362073,-6546157.49962085
205,0.029599999999999998,-0.00020140123306927433,-4662065.580307275
206,0.031200000000000002,-0.00012810737540671282,-2965448.5047850185
207,0.0328,-2.8955940609518317e-05,-670276.4029981091
208,0.0344,-4.249949891671635e-05,-983784.6971462118
209,0.036000000000000004,-0.00012357575275680286,-2860549.8323333994
210,0.0376,-8.611185469152062e-05,-1993329.9697111251
211,0.0392,-3.3565604119979215e-06,-77698.15768513706
212,0.0408,0.00010920933421491111,2527993.8475673865
213,0.04239999999999999,0.00014524149322368414,3362071.6024000957
214,0.044000000000000004,0.00010230106610192021,2368080.2338407454
215,0.045599999999999995,8.212221743526272e-05,1900977.2554458962
216,0.0472,9.499384708942076e-05,2198931.645588443
217,0.0488,0.00012871625403944006,2979542.9175796304
218,0.05039999999999999,0.00012573457318678253,2910522.5274718176
219,0.052000000000000005,0.0001092093340294349,2527993.843273956
220,0.053599999999999995,0.00011219101488209244,2597014.2333817687
221,0.055200000000000006,0.00010803579210483418,2500828.520945235
222,0.056799999999999996,7.603909019812185e-05,1760164.1249565242
223,0.058399999999999994,6.095880810819072e-05,1411083.521022933
224,0.060000000000000005,7.75758140597288e-05,1795736.436567796
225,0.061599999999999995,8.011576441583943e-05,1854531.5836999866
226,0.0632,8.359905852390489e-05,1935163.3917570573
227,0.06480000000000001,0.00013970508144175122,3233913.9222627594
228,0.0664,0.00014552612650667508,3368660.335802663
229,0.06799999999999999,0.00013440431550898138,3111211.0071523464
230,0.06960000000000001,9.1652869658928e-05,2121594.2050677775
231,0.07120000000000001,4.512416353621907e-05,1044540.8225976635
232,0.0728,1.5470660281130894e-05,358117.1361372891
233,0.0744,4.043987659968439e-06,93610.82546223237
234,0.076,6.25264014435922e-06,144737.04037868563
235,0.07760000000000002,-3.5906440071610744e-06,-83116.75942502487
236,0.0792,-1.6406276088346712e-05,-379774.9094524702
237,0.0808,-1.2816434538675557e-05,-296676.7254323045
238,0.0824,4.689480109050995e-06,108552.78030210634
239,0.08399999999999999,1.6561768425741457e-05,383374.26911438553
240,0.0856,2.635450274721383e-05,610057.9339632831
241,0.0872,-1.1049512550831718e-05,-255775.75349147493
242,0.0888,-1.1782296818066206e-06,-27273.8352270051
243,0.09040000000000001,3.61472368728314e-05,836741.5942785045
244,0.092,5.396578352793203e-05,1249207.9520354636
245,0.0936,8.157706450450534e-05,1888357.9746413273
246,0.0952,8.157706450450537e-05,1888357.9746413277
247,0.09680000000000001,6.199159586156065e-05,1434990.6449435332
248,0.09839999999999999,5.219886158905202e-05,1208306.981228056
249,0.09999999999999999,3.057505593224223e-05,707755.924357459
250,0.1016,3.2613392995071186e-05,754939.6526636848
251,0.10320000000000001,5.811712121080935e-05,1345303.7317316977
252,0.1048,7.1379931523942e-05,1652313.2297208793
253,0.1064,8.565918648937647e-05,1982851.5391059367
254,0.108,9.483987496146887e-05,2195367.4759599273
255,0.1096,8.400269721761426e-05,1944506.880037367
256,0.11120000000000001,5.043193979706311e-05,1167406.013820905
257,0.1128,1.1964815220365817e-05,276963.3152862457
258,0.1144,-1.7372170817782495e-05,-402133.58374496514
259,0.11599999999999999,-1.7372170817782434e-05,-402133.5837449637
260,0.11760000000000001,-4.6709156855930706e-05,-1081230.4827761736
261,0.11920000000000001,-8.645092311083444e-05,-2001178.7757137597
262,0.12079999999999999,-0.00013032924620048873,-3016880.6990853865
263,0.12240000000000001,-0.0002009035052870508,-4650544.103866916
264,0.124,-0.00018644848720192925,-4315937.203748362
265,0.12560000000000002,-0.00018908565203139556,-4376982.685911934
266,0.1272,-0.00019887838635286782,-4603666.350760829
267,0.1288,-0.00020480986412257734,-4740969.076911512
268,0.13040000000000002,-0.00018960981644122561,-4389116.121324667
269,0.132,-0.0001880637597013791,-4353327.770865256
270,0.1336,-0.00018190596905436903,-4210786.320702987
271,0.13520000000000001,-0.0001985004239244715,-4594917.220473877
272,0.1368,-0.00017721180129356357,-4102125.0299436008
273,0.1384,-0.00015782853204595942,-3653438.2418046156
274,0.13999999999999999,-0.00015915372353725646,-3684113.970769825
275,0.14159999999999998,-0.00015262341809060132,-3532949.492837993
276,0.1432,-0.00014486902085337957,-3353449.5567911933
277,0.1448,-0.0001682465304219635,-3894595.611619525
278,0.1464,-0.00016824653042196347,-3894595.611619524
279,0.14800000000000002,-0.00014943409014282167,-3459122.4570097607
280,0.1496,-0.00016102174522638311,-3727355.2135736826
281,0.1512,-0.000161021745226383,-3727355.2135736803
282,0.1528,-0.00014878082732071735,-3444000.6324240123
283,0.1544,-0.0001458909132424852,-3377104.473205675
284,0.156,-0.00015140865922357908,-3504830.074619886
285,0.1576,-0.0001725176335327585,-3993463.739184224
286,0.1592,-0.0001738428250240555,-4024139.4681494324
287,0.1608,-0.00020590874260088566,-4766406.078724205
288,0.1624,-0.00022814070899739302,-5281034.930495208
289,0.164,-0.00024650208584977104,-5706066.802078033
290,0.16560000000000002,-0.00028322483950862386,-6556130.544181107
291,0.16720000000000002,-0.0003118992297546679,-7219889.57765435
292,0.1688,-0.000319925042039333,-7405672.269429004
293,0.1704,-0.0002999297268597227,-6942817.751382469
294,0.172,-0.0003216919639782131,-7446573.240236414
295,0.1736,-0.00038341683260015725,-8875389.643522158
296,0.1752,-0.0004061037476457874,-9400549.714022856
297,0.17679999999999998,-0.00040798110225790583,-9444006.996710783
298,0.17840000000000003,-0.00039554187019205157,-9156061.810001193
299,0.18000000000000002,-0.00040320838587750617,-9333527.450868199
300,0.1816,-0.0004136131660942619,-9574378.84477458
301,0.1832,-0.0004709938306783735,-10902634.969406793
302,0.1848,-0.00048201065679041226,-11157654.092370652
303,0.1864,-0.0004709938306783735,-10902634.969406793
304,0.188,-0.0004637597125659212,-10735178.531618545
305,0.1896,-0.0005201145995293875,-12039689.803921007
306,0.1912,-0.0005311314256414264,-12294708.92688487
307,0.19280000000000003,-0.0005531650778655045,-12804747.172812602
308,0.19440000000000002,-0.0005531650778655045,-12804747.172812602
309,0.196,-0.0005421482517534654,-12549728.049848735
310,0.1976,-0.0005394792029201704,-12487944.51204098
311,0.19920000000000002,-0.0005066908067588721,-11728953.860159075
312,0.2008,-0.0004966359903783182,-11496203.480979588
313,0.2024,-0.00044644822709417057,-10334449.701253947
314,0.204,-0.0004934427773269764,-11422286.512198528
315,0.20559999999999998,-0.0005414405539731765,-12533346.15678649
316,0.2072,-0.0005660514882558714,-13103043.70962665
317,0.20880000000000004,-0.0005039766558956531,-11666126.293880858
318,0.21040000000000003,-0.0004934427772094902,-11422286.509478938
319,0.21200000000000002,-0.00045488388582500504,-10529719.579282522
320,0.2136,-0.00041628377753095546,-9636198.553957302
321,0.2152,-0.00039966677158834554,-9251545.638619108
322,0.21680000000000002,-0.00044377140773178294,-10272486.290087568
323,0.21839999999999998,-0.0005119161491721956,-11849910.860467488
324,0.21999999999999997,-0.0005239548676713844,-12128584.899800561
325,0.2216,-0.00047988756322934887,-11108508.408086779
326,0.2232,-0.0004665197680145477,-10799068.704040455
327,0.22480000000000003,-0.00039175295434527727,-9068355.424659194
328,0.22640000000000002,-0.0003503360328847321,-8109630.390850279
329,0.228,-0.0003262585958863546,-7552282.312184134
330,0.22960000000000003,-0.0003370918884481859,-7803052.973337637
331,0.23120000000000002,-0.00033179112249022294,-7680350.057644049
332,0.2328,-0.0003415706386596716,-7906727.746751657
333,0.2344,-0.000371639436055788,-8602764.723513609
334,0.236,-0.00037462111682747565,-8671785.11174712
335,0.2376,-0.00029996473578860057,-6943628.143254642
336,0.23920000000000002,-0.00032317737764097287,-7480957.81576326
337,0.2408,-0.0003205269947246928,-7419606.359367888
338,0.2424,-0.0002913509911545118,-6744235.906354439
339,0.24400000000000002,-0.0002623958528364929,-6073978.074918816
340,0.24560000000000004,-0.00017631824702704066,-4081440.903403718
341,0.2472,-0.00013730440714338353,-3178342.7579486924
342,0.2488,-0.0001597930080227043,-3698912.2227477846
343,0.2504,-0.0002334407148367371,-5403720.250850395
344,0.25200000000000006,-0.00026893937673978986,-6225448.535643283
345,0.2536,-0.00021804235296569833,-5047276.689020794
346,0.25520000000000004,-0.00017581118620033204,-4069703.3842669446
347,0.2568,-0.0001808047678373577,-4185295.551790687
348,0.2584,-0.00017027633684681175,-3941581.871453975
349,0.26000000000000006,-0.00018754272037497044,-4341266.6753465375
350,0.2616,-0.00019380549594617371,-4486238.332087354
351,0.2632,-0.00017191416034046674,-3979494.452325619
352,0.2648,-0.0001535660016345439,-3554768.556355182
353,0.2664,-0.00016070290521464432,-3719974.6577463965
354,0.26799999999999996,-0.00016291155763838272,-3771100.871258859
355,0.2696,-0.00012407580345379684,-2872125.079949001
356,0.2712,-0.00010081805943915242,-2333751.375906306
357,0.2728,-7.149040632259265e-05,-1654870.5167266813
358,0.2744,-5.4951948986138196e-05,-1272035.8561606063
359,0.276,-6.383322348157501e-05,-1477620.9139253474
360,0.27759999999999996,-8.051944506570324e-05,-1863876.0431875747
361,0.2792,-0.00010615227172024642,-2457228.512042741
362,0.28080000000000005,-0.0001316280010838301,-3046944.4695331044
363,0.2824,-0.00012061117491976743,-2791925.3453649865
364,0.28400000000000003,-8.75606965928317e-05,-2026867.9766859186
365,0.2856,-3.24019026919827e-05,-750044.0437958959
366,0.2872,-2.0842246382666495e-05,-482459.4070061688
367,0.2888,-3.4464353293352974e-05,-797785.9558646521
368,0.29040000000000005,-7.126565560992623e-05,-1649667.9539334774
369,0.29200000000000004,-0.0001362210691034099,-3153265.488504858
370,0.29359999999999997,-0.00018545615582247978,-4292966.569964809
371,0.2952,-0.0002087138998371242,-4831340.274007504
372,0.2968,-0.00017802372353649377,-4120919.5263077253
373,0.2984,-0.00011555771055041113,-2674947.0034817387
374,0.3,-0.00013150823550720466,-3044172.1182223293
375,0.30160000000000003,-0.00018965259548567055,-4390106.376983114
376,0.30319999999999997,-0.00022663743131016165,-5246236.835883371
377,0.3048,-0.00029431244343528336,-6812788.04248341
378,0.3064,-0.00037100716140028704,-8588128.736117754
379,0.308,-0.00041555352802968637,-9619294.630316813
380,0.3096,-0.00043000309841362256,-9953775.426241262
381,0.31120000000000003,-0.00043221175089801315,-10004901.64115771
382,0.3128,-0.0004126993832024233,-9553226.463019056
383,0.3144,-0.0003873434194500719,-8966282.857640551
384,0.316,-0.00042558579432463956,-9851523.016774064
385,0.3176,-0.0004508219925391107,-10435694.271738673
386,0.3192,-0.00044445266961143555,-10288256.24100545
387,0.3208,-0.00042217948630230394,-9772673.294034813
388,0.3224,-0.00043385890805725414,-10043030.279103104
389,0.324,-0.00040199518974207886,-9305444.206992565
390,0.3256,-0.00037966212357466185,-8788475.082746802
391,0.3272,-0.0003626072723233965,-8393686.859337881
392,0.3288,-0.00033788202023168884,-7821343.060918722
393,0.3304,-0.0002985088835875279,-6909927.860822405
394,0.332,-0.00028752938919615086,-6655772.898059047
395,0.3336,-0.00030980257250528214,-7171355.845029678
396,0.3352,-0.0003252927011421636,-7529923.637550083
397,0.33680000000000004,-0.0003220434904629715,-7454710.427383599
398,0.3384,-0.0003196684079048005,-7399731.664462974
399,0.34,-0.0003387017135413497,-7840317.443086798
400,0.3416,-0.00033703589121424754,-7801756.741070543
401,0.3432,-0.000350500903355603,-8113446.836935254
402,0.34479999999999994,-0.0004998828842779204,-11571363.061988898
403,0.34640000000000004,-0.0004080760001919927,-9446203.708147978
404,0.34800000000000003,-0.0003709169640128207,-8586040.833630107
405,0.34959999999999997,-0.0004345697370610781,-10059484.654191623
406,0.3512,-0.00040274335053694984,-9322762.743910875
407,0.3528,-0.00037378821216163825,-8652504.911149032
408,0.3544,-0.0004478589858849358,-10367106.154743884
409,0.356,-0.00048518057112266716,-11231031.738950627
410,0.35760000000000003,-0.0003925726598582311,-9087330.089310905
411,0.35919999999999996,-0.00036648876979086803,-8483536.337751573
412,0.3608,-0.00035515386354289483,-8221154.248678121
413,0.3624,-0.0003865478534358131,-8947866.977680858
414,0.364,-0.00037597664204269595,-8703163.010247592
415,0.36560000000000004,-0.0004469607476541888,-10346313.603106221
416,0.3672,-0.0003996667825807975,-9251545.893074015
417,0.3688,-0.00027456988846755534,-6355784.455267484
418,0.3704,-0.00018729074128927246,-4335433.826140566
419,0.37200000000000005,-0.0001942479966086424,-4496481.402977833
420,0.3736,-0.00020592741902032428,-4766838.403248247
421,0.3752,-0.00020947992786143194,-4849072.404199813
422,0.3768,-0.0003715126725086069,-8599830.382143676
423,0.3784,-0.00041632500556741176,-9637152.906653048
424,0.38,-0.00042764513248725553,-9899192.881649433
425,0.3816,-0.0003320539753323944,-7686434.614175795
426,0.38320000000000004,-0.00045098531341557295,-10439474.847582705
427,0.3848,-0.0003751025169566633,-8682928.633256095
428,0.3864,-0.00022632481062008784,-5239000.245835367
429,0.38799999999999996,-0.00023549228164027904,-5451210.223154606
430,0.3896,-0.00021548374900883665,-4988049.745574921
431,0.3912,-0.00019963432198861532,-4621164.860847576
432,0.39280000000000004,-0.0003641712447377968,-8429889.924486035
433,0.39440000000000003,-0.0006706390604881263,-15524052.326114032
434,0.396,-0.0006456486024409716,-14945569.500948416
435,0.39760000000000006,-0.0005671799530422157,-13129165.579680918
436,0.3992,-0.0006108226317341433,-14139412.771623686
437,0.40080000000000005,-0.0005556770532293844,-12862894.750680193
438,0.40240000000000004,-0.00043268615078881584,-10015883.120111477
439,0.404,-0.00033901201158330953,-7847500.268132164
440,0.40559999999999996,-0.00027190703266170114,-6294144.274576415
441,0.4072,-5.172134536606605e-05,-1197253.3649552325
442,0.4088,5.774855371184742e-05,1336772.0766631346
443,0.4104,0.00011237308822553765,2601228.8941096677
444,0.41200000000000003,0.00024796500613005263,5739930.697454921
445,0.4136,0.00037489182528141653,8678051.5111439
446,0.4152,0.0005276319130366528,12213701.690663258
447,0.41679999999999995,0.0006929893245660213,16041419.550139379
448,0.41840000000000005,0.0006579673972483087,15230726.788155291
449,0.41999999999999993,0.0005217735641867851,12078091.763582988
450,0.42160000000000003,0.0005508562701594856,12751302.54998809
451,0.4232,0.0006942297928978457,16070134.094857536
452,0.4248,0.0007753682288684651,17948338.63121447
453,0.42640000000000006,0.0006058369632575072,14024003.779108962
454,0.42800000000000005,0.0005164891569905616,11955767.522929665
455,0.42960000000000004,0.0006435738410630056,14897542.617199203
456,0.4311999999999999,0.0007293225120002553,16882465.55556146
457,0.4328,0.0008606752365536794,19923037.883187022
458,0.43439999999999995,0.0013288787676142067,30761082.583662186
459,0.436,0.0015793471385554673,36558961.54063581
460,0.4376,0.001662757331487684,38489753.04369639
461,0.43920000000000003,0.0019308926002653832,44696587.969106086
462,0.4408,0.002260958003592851,52336990.823908575
463,0.4424,0.002393952385450147,55415564.47801266
464,0.44400000000000006,0.0028171942825427764,65212830.614416115
465,0.4456,0.0031678569845679915,73330022.79092573
466,0.44720000000000004,0.0031581264820760755,73104779.67768693
467,0.44880000000000003,0.0029992590663106755,69427293.201636
468,0.4504,0.00289361629097674,66981858.58742453
469,0.452,0.0030795017521456428,71284762.78114912
470,0.45360000000000006,0.003086264642247762,71441311.16314262
471,0.4552,0.003151035823259351,72940644.05692941
472,0.45680000000000004,0.00352423608359586,81579538.97212638
473,0.45840000000000003,0.004203156130539164,97295280.79951768
474,0.45999999999999996,0.0041193377450195025,95355040.39396995
475,0.4616,0.0046449880688246474,107522871.96353349
476,0.46319999999999995,0.004862059015445174,112547662.3945642
477,0.46480000000000005,0.0049651098909371935,114933099.32724984
478,0.4663999999999999,0.005539006167056593,128217735.34853224
479,0.468,0.00586602540696835,135787625.16130438
480,0.4696,0.00579784339641442,134209337.87996341
